population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2021,0.053318,0.062331777,0.045484534
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2017,0.025506299,0.02862266,0.022799056
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2017,0.02074651,0.025325629,0.016923438
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2017,0.027396233,0.031851024,0.024218417
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2017,0.028143336,0.032369936,0.024387098
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2018,0.048942765,0.055013989,0.043316267
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2018,0.054564239,0.065560351,0.043977641
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2018,0.048179055,0.055702475,0.042918038
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2018,0.056224746,0.063740326,0.048435896
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2018,0.047356126,0.059387789,0.035532443
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2018,0.048924609,0.059389793,0.041439769
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2018,0.053498087,0.064765802,0.044116592
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2021,0.052681618,0.059706688,0.047100831
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2021,0.055425359,0.066052917,0.044451685
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2021,0.05242682,0.061362398,0.045123633
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2021,0.058854689,0.067110471,0.050178911
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2018,0.026351061,0.029283683,0.023985644
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2018,0.031568157,0.03767065,0.026255492
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2018,0.027441409,0.031912401,0.024307668
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2018,0.027604493,0.031196477,0.024341934
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2021,0.045567391,0.054040859,0.03928957
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2021,0.047650509,0.059766161,0.036744144
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2021,0.046137086,0.055966833,0.038261883
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2021,0.051233306,0.061916586,0.042941935
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2018,0.030231518,0.034104944,0.026977648
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2018,0.030029335,0.036361707,0.024297191
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2018,0.02984001,0.035067924,0.025930458
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2018,0.035305881,0.04047952,0.030598987
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2017,0.031550615,0.035707668,0.02810718
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2017,0.029798882,0.036084164,0.024280357
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2017,0.032002707,0.037442057,0.028473149
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2017,0.036836072,0.042761435,0.031846616
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2018,0.043688082,0.047858349,0.040076766
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2018,0.041419483,0.049127869,0.034976428
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2018,0.04233849,0.047559143,0.037868817
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2018,0.050468017,0.056125767,0.044579071
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2018,0.042373346,0.057779501,0.03151058
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2018,0.044742002,0.059017443,0.02874229
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2018,0.042923015,0.060767778,0.031048652
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2018,0.049907849,0.069511541,0.036596957
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2021,0.033889295,0.03926745,0.029553841
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2021,0.020847512,0.025787236,0.016213297
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2021,0.04214788,0.050755297,0.035969896
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2021,0.035740625,0.042176672,0.030411783
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2017,0.038405393,0.042873006,0.034741588
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2017,0.034702668,0.041436531,0.02859746
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2017,0.041564176,0.047896248,0.037005051
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2017,0.042046712,0.047716372,0.036684402
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2018,0.030632906,0.037809342,0.025415872
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2018,0.022206696,0.028928879,0.016135992
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2018,0.040360188,0.051041299,0.032491802
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2018,0.036790682,0.046352214,0.029680762
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2021,0.070112084,0.079806941,0.062749441
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2021,0.073855526,0.088652327,0.060461164
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2021,0.071070813,0.081916548,0.062139849
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2021,0.078413263,0.090540971,0.067716686
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2021,0.040833183,0.046191252,0.036327611
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2021,0.025387795,0.030601833,0.02047158
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2021,0.05149448,0.060519135,0.0440873
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2021,0.04294943,0.049741532,0.036943495
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2017,0.036277482,0.040572582,0.032639869
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2017,0.03640449,0.042865093,0.030957789
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2017,0.033269104,0.03896541,0.02886122
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2017,0.044234201,0.049948289,0.038552968
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2021,0.051091395,0.057795957,0.045591443
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2021,0.046680155,0.055236023,0.037970531
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2021,0.055592038,0.064476855,0.047974353
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2021,0.054039028,0.061727828,0.046404505
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2019,0.033119199,0.041062355,0.027734951
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2019,0.020412519,0.026844297,0.014273472
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2019,0.040248541,0.051473967,0.032719204
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2019,0.03649035,0.046850651,0.029403603
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2018,0.033025027,0.038059878,0.028884719
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2018,0.018505869,0.022768139,0.014613183
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2018,0.043619844,0.051778804,0.037425293
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2018,0.033763092,0.03955673,0.028875232
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2018,0.038751227,0.043280649,0.035046401
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2018,0.036379739,0.043753386,0.030191093
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2018,0.043368555,0.050138407,0.038553755
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2018,0.042215772,0.04817695,0.037044424
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2018,0.049323893,0.056858329,0.043361394
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2018,0.049942093,0.061409561,0.039377988
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2018,0.050240703,0.059551021,0.044090965
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2018,0.054419443,0.063789667,0.045960452
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2018,0.035815094,0.040882876,0.031661853
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2018,0.036334183,0.044269641,0.029685024
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2018,0.035570224,0.041613682,0.03126702
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2018,0.040909796,0.047347229,0.034730865
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2018,0.04256701,0.047282974,0.038598317
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2018,0.046226904,0.054227864,0.039431431
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2018,0.042623486,0.048812853,0.037906772
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2018,0.048990782,0.055412068,0.043184717
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2018,0.05698062,0.060606003,0.053153125
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2018,0.068759265,0.081335287,0.058610408
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2018,0.045258049,0.049464645,0.041799345
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2018,0.070969032,0.076102224,0.064876831
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2018,0.028575575,0.034509588,0.023944721
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2018,0.017204663,0.02236573,0.012446808
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2018,0.036025972,0.045357345,0.029363529
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2018,0.031079666,0.038479346,0.025108012
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2019,0.027632678,0.030799716,0.025252847
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2019,0.033181824,0.03936343,0.027628785
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2019,0.02844616,0.032924639,0.025095442
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2019,0.029002218,0.032918516,0.025524329
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2018,0.027460896,0.031400003,0.024181306
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2018,0.024700036,0.030226682,0.019611099
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2018,0.028213921,0.03324223,0.024330525
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2018,0.031055747,0.036850487,0.026305149
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2018,0.034916386,0.040619132,0.030435061
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2018,0.020790334,0.025437642,0.016091259
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2018,0.044223685,0.052788633,0.037683599
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2018,0.037179055,0.043977413,0.031467434
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2019,0.027546563,0.03327283,0.023126175
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2019,0.016102678,0.02088531,0.011478566
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2019,0.034678329,0.043509494,0.028259728
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2019,0.030041303,0.037223433,0.024473714
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2018,0.043499227,0.049139712,0.038765659
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2018,0.049154335,0.058626116,0.040291011
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2018,0.040040249,0.047521386,0.035269521
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2018,0.051443371,0.059456996,0.044158421
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2018,0.041344657,0.052636062,0.033353619
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2018,0.028431763,0.037801415,0.0187056
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2018,0.049526099,0.065310599,0.03936371
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2018,0.045172685,0.058544419,0.03524987
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2019,0.035250485,0.040205891,0.031241314
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2019,0.035582969,0.042882748,0.028571466
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2019,0.034989747,0.040900329,0.03052144
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2019,0.040248428,0.046574849,0.034139695
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2019,0.033055255,0.03811428,0.029015807
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2019,0.018576509,0.022669465,0.014681755
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2019,0.043416705,0.051834461,0.037026575
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2019,0.03393418,0.039870465,0.029268815
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2018,0.031758693,0.036047413,0.028238572
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2018,0.029938143,0.036351618,0.024387823
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2018,0.032131185,0.037718104,0.028500099
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2018,0.037061673,0.043128063,0.031912519
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2019,0.030945611,0.034959845,0.027591167
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2019,0.031030876,0.03728348,0.025219112
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2019,0.030641866,0.036043989,0.026664554
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2019,0.035899867,0.041365056,0.030891222
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2019,0.038486963,0.042921525,0.034823865
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2019,0.036189116,0.043145871,0.02976226
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2019,0.042710813,0.049705906,0.03757395
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2019,0.042112392,0.048102767,0.036649756
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2018,0.036549328,0.040892426,0.032994905
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2018,0.036559144,0.043065849,0.030886439
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2018,0.033572672,0.039285921,0.029169646
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2018,0.04457677,0.050191929,0.038735989
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2018,0.038289493,0.042813444,0.034581753
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2018,0.034613848,0.041372136,0.028664158
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2018,0.041126098,0.047644544,0.036656117
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2018,0.042003776,0.047691563,0.036715927
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2019,0.048482407,0.055641341,0.042653786
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2019,0.048940437,0.059801054,0.038768144
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2019,0.049196214,0.057865163,0.042769741
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2019,0.053497666,0.062438738,0.045152646
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2019,0.042875715,0.047614539,0.038980183
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2019,0.046514677,0.054652411,0.039232838
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2019,0.042895895,0.049285593,0.038299697
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2019,0.049361119,0.056000058,0.043366981
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2018,0.025690596,0.028806793,0.023011046
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2018,0.021024112,0.025646131,0.016994257
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2018,0.027471559,0.03208141,0.024303132
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2018,0.028398781,0.032905594,0.024618804
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2019,0.043398091,0.04784154,0.039681283
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2019,0.041507101,0.048821166,0.035074108
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2019,0.042120611,0.047690767,0.037594376
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2019,0.050166668,0.055857779,0.044216737
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2019,0.058539827,0.062027858,0.054768575
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2019,0.071031938,0.083389566,0.061445061
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2019,0.045734653,0.049907956,0.042530501
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2019,0.073320842,0.078699401,0.067572811
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2019,0.04920012,0.055253964,0.043741391
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2019,0.054493778,0.065952976,0.043862841
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2019,0.048384515,0.056027574,0.04269903
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2019,0.056333953,0.064231026,0.04834647
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2019,0.047848184,0.060468885,0.036406187
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2019,0.049124756,0.059590612,0.04128313
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2019,0.0539558,0.065495267,0.04443736
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2019,0.032651359,0.040488515,0.0272189
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2019,0.023845953,0.030910898,0.017375349
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2019,0.042588928,0.053760191,0.034032387
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2019,0.038985652,0.049406567,0.031431541
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2019,0.042555348,0.058622746,0.031557693
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2019,0.044716125,0.058939801,0.028578267
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2019,0.043084209,0.06079354,0.031098566
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2019,0.050034487,0.06974371,0.036614313
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2019,0.034932403,0.040563044,0.03049519
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2019,0.020732211,0.025577286,0.016026678
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2019,0.044132326,0.05297196,0.03759183
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2019,0.037275681,0.044147783,0.031519014
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2019,0.043733704,0.049661154,0.039039096
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2019,0.049493231,0.059406883,0.040525143
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2019,0.040336783,0.047779236,0.035171491
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2019,0.051709811,0.059579161,0.044671203
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2019,0.041359235,0.05254721,0.033369398
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2019,0.028097083,0.037317066,0.018872339
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2019,0.04947355,0.065307616,0.039105691
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2019,0.045202687,0.059721256,0.034945153
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2019,0.038660714,0.04345,0.034943083
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2019,0.035012097,0.041878169,0.028711244
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2019,0.041200745,0.047806305,0.03649509
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2019,0.04250207,0.048743917,0.036959152
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2019,0.027118652,0.03109635,0.023910202
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2019,0.02426056,0.029757022,0.01925377
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2019,0.027838061,0.032865218,0.023949639
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2019,0.030765754,0.036587618,0.026240507
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2020,0.038544586,0.044383824,0.034033627
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2020,0.023189152,0.02833071,0.01803647
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2020,0.050380879,0.060252482,0.042648506
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2020,0.039434038,0.046080899,0.034039591
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2020,0.039276257,0.049388305,0.032292423
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2020,0.025986298,0.033896174,0.018517127
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2020,0.047570748,0.060791203,0.038007914
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2020,0.043065917,0.055457384,0.034637857
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2019,0.026181358,0.029309347,0.023592805
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2019,0.021696952,0.02636024,0.017320327
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2019,0.02779561,0.032448791,0.024594767
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2019,0.028988597,0.033543557,0.025128201
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2020,0.032284389,0.039221106,0.027030514
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2020,0.020267677,0.026441175,0.014628057
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2020,0.040470229,0.050755296,0.032815042
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2020,0.035003634,0.043332794,0.028623711
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2020,0.045566464,0.050817311,0.041222666
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2020,0.044496685,0.052807662,0.036630931
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2020,0.050032237,0.058105025,0.043699843
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2020,0.04950312,0.05635898,0.042920761
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2020,0.058740405,0.067584484,0.051738641
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2020,0.061123336,0.074834429,0.047954816
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2020,0.05935901,0.069843888,0.051044145
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2020,0.064328985,0.075186755,0.05424351
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2020,0.050771862,0.055789034,0.046331609
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2020,0.050660453,0.059579355,0.042547985
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2020,0.049368217,0.05576184,0.043315847
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2020,0.058238789,0.065157755,0.050888127
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2020,0.052344169,0.058626391,0.047717241
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2020,0.05864653,0.069486739,0.04878694
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2020,0.052154709,0.060377138,0.045862245
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2020,0.0595469,0.067211289,0.051574511
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2019,0.031956518,0.036385069,0.028399327
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2019,0.03008335,0.036943446,0.024411359
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2019,0.032243429,0.037760834,0.028603133
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2019,0.037260922,0.043428058,0.032192899
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2020,0.071750147,0.076671459,0.066969854
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2020,0.091398386,0.10751565,0.077270035
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2020,0.054900666,0.059715524,0.050325328
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2020,0.089460806,0.096823669,0.082111936
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2020,0.055764957,0.063268745,0.049650134
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2020,0.062306291,0.07493905,0.050464529
